매출_일련번호,매출년월,시간대_G2,매출금액,연령대_10세,성별,추정라이프스테이지,추정직업군,추정연소득구간,페르소나_1인가구_등급,페르소나_1인가구_스코어,페르소나_액티브시니어_등급,페르소나_액티브시니어_스코어,페르소나_반려동물보유_등급,페르소나_반려동물보유_스코어,페르소나_온라인쇼핑_등급,페르소나_온라인쇼핑_스코어,페르소나_건강관심_등급,페르소나_건강관심_스코어,페르소나_자녀교육관심_등급,페르소나_자녀교육관심_스코어,페르소나_문화활동관심_등급,페르소나_문화활동관심_스코어,페르소나_프리미엄소비_등급,페르소나_프리미엄소비_스코어,페르소나_가격민감_등급,페르소나_가격민감_스코어,페르소나_얼리어답터_등급,페르소나_얼리어답터_스코어,페르소나_아웃도어활동관심_등급,페르소나_아웃도어활동관심_스코어,페르소나_국내여행관심_등급,페르소나_국내여행관심_스코어,페르소나_해외여행관심_등급,페르소나_해외여행관심_스코어,페르소나_배달식선호_등급,페르소나_배달식선호_스코어,페르소나_간편식선호_등급,페르소나_간편식선호_스코어,페르소나_밀키트선호_등급,페르소나_밀키트선호_스코어,개인신용판매_이용금액_등급,주점업종_이용금액_등급,주류판매점업종_이용금액_등급,제과아이스크림업종_이용금액_등급,커피음료업종_이용금액_등급,한식업종_이용금액_등급,일식업종_이용금액_등급,중식업종_이용금액_등급,양식업종_이용금액_등급,부페업종_이용금액_등급,패스트푸드업종_이용금액_등급,간이음식점업종_이용금액_등급,할인점업종_이용금액_등급,마트업종_이용금액_등급,백화점업종_이용금액_등급,편의점업종_이용금액_등급,배달앱업종_이용금액_등급,현금서비스사용여부,가맹점_소재_광역시도,가맹점_소재_시군구,가맹점_소재_행정동,가맹점_지역_상권유형_(추정),매출발생요일,매출발생일_휴일여부,점포번호,포스번호,매출번호,구매수량,제품코드,제품코드명,제품금액,제품수량,제품대분류코드,제품대분류코드명,제품중분류코드,제품중분류코드명,제품소분류코드,제품소분류코드명
922,202012,12-18,77306,20대,F,직장인,서비스직,4000-6000,1,0.0093,2,0.1978,1,0.7472,5,0.1878,2,0.6988,5,0.7902,5,0.7705,4,0.7204,5,0.928,2,0.8124,4,0.0051,1,0.4216,3,0.8091,4,0.7397,2,0.5731,4,0.2322,2,5,2,4,1,2,5,5,1,5,1,4,2,4,1,5,2,N,강원,시군구1,행정동2,상권유형C,Tuesday,N,357,1,183982,7,P25651,생필품,30936,1,200,생활,310,헬스,111,콜라
923,202011,18-24,13241,50대,F,직장인,전문의,6000-8000,4,0.7469,1,0.2828,2,0.007,2,0.4238,5,0.7321,4,0.9904,3,0.3833,1,0.6086,4,0.9278,3,0.9139,1,0.5751,3,0.1951,2,0.5051,2,0.5051,2,0.3002,3,0.1712,3,2,2,4,2,5,3,5,5,4,4,5,3,1,1,2,2,N,강원,시군구1,행정동2,상권유형C,Monday,N,54,8,192563,3,P87526,생필품,37831,4,200,생활,220,의류,122,초콜릿
924,202007,06-12,54507,20대,F,자영업,사무직,4000-6000,1,0.3023,4,0.4964,2,0.3445,1,0.2641,1,0.7515,2,0.5266,2,0.2385,3,0.4814,4,0.4962,2,0.9523,1,0.3785,5,0.5283,1,0.4195,1,0.3532,5,0.8455,1,0.5512,3,5,1,5,1,1,4,5,1,2,2,5,5,1,2,2,3,N,경남,시군구3,행정동1,상권유형B,Thursday,N,277,84,161667,4,P24034,생필품,44707,4,100,식음료,210,주택,211,의류
925,202008,06-12,42878,60대,F,취업준비,사무직,2000-4000,1,0.5615,2,0.7488,2,0.4403,1,0.6166,5,0.1908,5,0.4517,4,0.105,4,0.7114,4,0.9621,3,0.4918,1,0.63,1,0.7855,2,0.3631,1,0.1472,2,0.1152,1,0.4602,2,3,5,4,4,2,3,3,5,2,1,1,4,2,3,3,5,N,서울,시군구5,행정동4,상권유형A,Thursday,N,133,29,126258,2,P75221,간식,10122,2,100,식음료,210,주택,211,의류
926,202105,00-06,19098,40대,M,학생,자영업자,2000-4000,3,0.1693,4,0.1867,4,0.4698,2,0.4857,5,0.3491,1,0.343,5,0.6719,4,0.1268,2,0.4157,2,0.0967,5,0.907,2,0.8558,3,0.5798,3,0.2555,5,0.5822,1,0.1613,4,4,2,1,4,3,3,2,3,1,3,5,5,1,1,1,4,N,경남,시군구4,행정동1,상권유형B,Friday,N,261,6,122397,1,P50671,생필품,12993,1,300,서비스,120,스낵,121,과자
927,202012,06-12,62028,20대,F,취업준비,무직,2000-4000,3,0.8194,4,0.9927,5,0.7487,1,0.1115,2,0.3923,5,0.9733,2,0.4699,2,0.3261,3,0.3874,1,0.8001,4,0.4409,3,0.7517,3,0.7799,5,0.6402,3,0.5862,2,0.6137,2,2,2,3,4,1,1,1,4,2,2,3,3,1,5,1,4,N,인천,시군구4,행정동5,상권유형B,Saturday,N,93,34,102342,9,P54566,도시락,47585,4,300,서비스,120,스낵,211,의류
928,202009,00-06,32752,40대,F,취업준비,서비스직,8000+,2,0.8173,2,0.1615,4,0.9628,1,0.7847,4,0.748,1,0.4833,3,0.8094,1,0.1247,5,0.9169,3,0.6334,5,0.5546,5,0.8855,1,0.9026,1,0.3698,1,0.0011,4,0.9058,5,1,1,3,4,2,4,3,5,2,4,5,1,4,4,3,5,N,제주,시군구1,행정동5,상권유형B,Friday,N,49,87,177937,8,P89747,스낵,28534,4,100,식음료,120,스낵,111,콜라
929,202011,00-06,19374,40대,M,자영업,무직,6000-8000,2,0.8775,1,0.5994,3,0.38,2,0.4259,4,0.7162,4,0.178,4,0.4577,1,0.126,4,0.6329,3,0.3805,5,0.4628,2,0.6042,4,0.8415,1,0.0332,1,0.9406,2,0.7403,2,3,5,2,3,4,5,5,5,4,2,2,3,1,5,1,5,N,전북,시군구5,행정동5,상권유형B,Tuesday,N,325,42,189732,8,P84031,생필품,8111,1,200,생활,310,헬스,122,초콜릿
930,202012,18-24,65665,50대,M,자영업,생산직,0-2000,2,0.0459,3,0.9289,1,0.3506,5,0.6108,3,0.8334,5,0.9692,5,0.4148,5,0.0213,3,0.7625,4,0.9755,2,0.1185,1,0.8371,2,0.4455,1,0.3297,4,0.9743,5,0.2096,4,3,2,3,5,3,5,5,1,1,3,4,4,2,1,1,3,N,대전,시군구3,행정동2,상권유형A,Wednesday,N,364,97,194266,9,P25420,생필품,10059,4,300,서비스,120,스낵,112,사이다
931,202012,00-06,18245,50대,F,학생,생산직,8000+,2,0.9925,3,0.8325,1,0.6105,2,0.0039,4,0.7885,4,0.9609,3,0.2989,2,0.7559,1,0.4127,1,0.3387,3,0.7931,1,0.4172,3,0.834,1,0.3664,5,0.4675,1,0.2384,3,3,4,3,1,5,4,1,3,5,3,5,1,4,2,3,2,N,부산,시군구1,행정동2,상권유형C,Monday,N,96,50,197737,1,P87628,스낵,49992,4,100,식음료,210,주택,211,의류
932,202102,06-12,67612,40대,F,자영업,사무직,0-2000,1,0.2478,5,0.6479,5,0.2813,2,0.6264,1,0.596,4,0.4357,5,0.1994,1,0.2273,4,0.407,3,0.9076,4,0.8852,1,0.8525,3,0.5286,3,0.2343,5,0.7256,3,0.5576,5,3,4,4,4,5,2,3,1,4,5,2,3,2,3,2,1,N,부산,시군구4,행정동5,상권유형A,Friday,N,301,90,116098,4,P38902,생필품,44995,2,100,식음료,220,의류,211,의류
933,202009,18-24,17047,40대,M,학생,생산직,4000-6000,1,0.3094,2,0.7155,4,0.1414,5,0.2828,3,0.1399,2,0.3482,4,0.8304,3,0.832,2,0.0833,5,0.5926,4,0.8115,5,0.8958,3,0.6382,5,0.2863,1,0.8487,4,0.6775,3,4,2,5,5,1,3,4,4,4,1,4,3,2,4,1,3,N,부산,시군구4,행정동4,상권유형C,Wednesday,N,246,20,169846,7,P43865,도시락,11835,4,300,서비스,220,의류,211,의류
934,202101,18-24,44041,30대,M,자영업,생산직,0-2000,2,0.2493,2,0.1342,3,0.9615,2,0.4944,3,0.6355,2,0.6804,3,0.0952,5,0.9044,2,0.9667,2,0.0366,4,0.9476,4,0.6864,3,0.6746,1,0.7049,5,0.1167,1,0.979,2,4,3,4,2,2,4,4,3,3,1,1,5,4,4,3,4,Y,부산,시군구3,행정동3,상권유형B,Tuesday,N,464,54,125351,6,P84688,스낵,27849,1,300,서비스,120,스낵,111,콜라
935,202011,00-06,80991,40대,F,취업준비,전문의,2000-4000,1,0.2675,5,0.0097,3,0.8095,5,0.2977,3,0.8871,2,0.8289,3,0.9021,2,0.1686,4,0.228,2,0.8603,3,0.468,3,0.431,2,0.3997,5,0.7463,2,0.0846,3,0.1048,2,1,1,5,4,5,4,5,5,2,5,4,5,1,3,2,2,N,충북,시군구4,행정동5,상권유형C,Sunday,N,283,48,117445,8,P23480,간식,35655,3,200,생활,310,헬스,112,사이다
936,202105,00-06,23635,60대,M,취업준비,사무직,6000-8000,2,0.5527,4,0.4341,5,0.9585,4,0.9963,5,0.6432,1,0.4985,4,0.0269,1,0.7089,2,0.4943,1,0.7622,1,0.6523,5,0.2817,3,0.4861,5,0.9589,3,0.6893,1,0.5463,4,4,4,5,1,5,4,1,4,3,2,5,4,2,2,4,3,N,경북,시군구4,행정동1,상권유형A,Thursday,N,241,77,152959,4,P47024,스낵,22588,3,200,생활,110,음료,112,사이다
937,202007,06-12,76995,40대,M,직장인,서비스직,8000+,3,0.2398,4,0.0895,5,0.2178,5,0.2308,5,0.8956,2,0.3308,1,0.5223,1,0.4603,3,0.1146,3,0.6425,5,0.1683,5,0.3252,3,0.6926,1,0.1181,1,0.5595,4,0.9874,3,2,4,4,1,1,1,3,3,4,4,2,2,3,2,3,3,N,전남,시군구3,행정동3,상권유형C,Monday,N,5,14,167604,1,P20353,도시락,15602,1,100,식음료,220,의류,211,의류
938,202007,12-18,72468,40대,F,취업준비,생산직,8000+,1,0.3938,5,0.3578,1,0.0178,3,0.9129,4,0.9991,2,0.3014,2,0.0583,1,0.919,1,0.647,5,0.6146,4,0.9768,5,0.1324,1,0.3079,3,0.3117,2,0.6794,3,0.1109,5,5,2,2,2,4,4,1,1,5,3,5,2,1,2,1,3,Y,전북,시군구2,행정동1,상권유형C,Monday,N,456,18,173977,5,P60812,도시락,35177,4,100,식음료,110,음료,122,초콜릿
939,202011,18-24,90363,30대,F,자영업,사무직,8000+,4,0.6556,4,0.2237,2,0.4373,3,0.918,3,0.3592,4,0.3266,2,0.7796,2,0.4844,1,0.3909,3,0.2188,5,0.5806,1,0.0472,4,0.7469,5,0.077,2,0.572,5,0.9726,1,3,1,3,5,2,3,4,2,4,4,4,3,4,4,4,5,N,제주,시군구5,행정동4,상권유형C,Wednesday,Y,331,23,149170,7,P67496,도시락,4568,4,200,생활,310,헬스,211,의류
940,202012,00-06,17718,50대,M,은퇴,사무직,2000-4000,4,0.836,5,0.9163,1,0.9336,2,0.421,3,0.7233,2,0.118,5,0.2115,1,0.3789,3,0.7677,3,0.2145,2,0.2617,1,0.4144,3,0.3541,4,0.6133,5,0.7264,4,0.4622,2,2,2,1,2,5,1,3,5,5,4,3,1,3,5,5,3,N,충남,시군구4,행정동2,상권유형B,Sunday,N,92,93,112698,7,P62378,음료,10778,2,100,식음료,110,음료,211,의류
941,202102,00-06,71796,70대,M,은퇴,전문의,0-2000,3,0.6927,4,0.8801,2,0.1383,3,0.304,1,0.54,1,0.7786,5,0.5659,4,0.2946,5,0.5284,4,0.0292,1,0.8054,4,0.0427,2,0.5855,1,0.0164,2,0.1549,2,0.7174,5,1,4,5,3,3,3,3,1,3,2,2,4,2,3,4,3,N,부산,시군구3,행정동1,상권유형B,Monday,Y,3,89,106821,2,P94265,음료,1732,2,200,생활,310,헬스,112,사이다
942,202010,06-12,93730,20대,M,직장인,무직,8000+,4,0.5943,3,0.8189,4,0.1172,4,0.381,3,0.455,4,0.105,5,0.9164,2,0.9036,4,0.1295,3,0.1541,5,0.5865,2,0.8806,1,0.8376,1,0.2054,2,0.2156,1,0.4253,4,5,3,1,4,1,4,5,5,3,3,3,5,3,5,1,3,N,경기,시군구4,행정동2,상권유형C,Wednesday,N,102,3,105065,6,P73966,음료,44593,2,300,서비스,220,의류,111,콜라
943,202104,18-24,76538,20대,M,직장인,전문의,8000+,5,0.1477,1,0.7139,2,0.069,5,0.9893,2,0.2399,3,0.3983,1,0.6493,3,0.2262,3,0.0107,2,0.3365,5,0.9497,1,0.65,2,0.0232,3,0.587,2,0.237,1,0.841,1,4,1,2,4,2,5,5,4,4,2,5,1,1,2,3,2,Y,전남,시군구2,행정동3,상권유형B,Wednesday,N,252,42,176692,6,P13469,간식,7790,1,300,서비스,110,음료,122,초콜릿
944,202011,00-06,19602,30대,F,직장인,사무직,2000-4000,1,0.8161,4,0.1541,1,0.765,1,0.6188,5,0.2459,2,0.8349,2,0.1783,3,0.8277,5,0.2124,4,0.5407,5,0.77,4,0.8437,3,0.2403,5,0.3587,2,0.4165,1,0.9085,5,2,3,5,4,5,4,2,3,4,2,1,5,4,5,1,4,N,경기,시군구5,행정동2,상권유형C,Friday,N,474,55,156695,3,P28614,생필품,43528,4,200,생활,220,의류,122,초콜릿
945,202007,06-12,82393,30대,M,자영업,무직,0-2000,1,0.0373,4,0.0484,3,0.7859,1,0.5448,4,0.185,4,0.4041,2,0.7967,4,0.1942,2,0.7243,2,0.1308,3,0.8773,2,0.4444,5,0.5612,5,0.5444,3,0.7596,2,0.1667,3,3,4,1,1,4,2,5,3,2,3,5,1,3,1,1,4,N,광주,시군구4,행정동5,상권유형A,Friday,N,310,89,134210,3,P54752,간식,20699,4,100,식음료,120,스낵,112,사이다
946,202007,00-06,11623,40대,M,직장인,전문의,6000-8000,2,0.2642,5,0.6539,3,0.6954,1,0.0359,5,0.6315,2,0.2948,1,0.4415,4,0.6434,5,0.8285,5,0.5576,5,0.5467,5,0.224,4,0.1061,3,0.6402,2,0.8314,4,0.7472,4,1,1,3,5,1,4,5,1,3,1,1,3,1,4,1,3,N,경기,시군구4,행정동5,상권유형B,Thursday,N,50,46,179722,2,P51156,도시락,5690,3,300,서비스,310,헬스,122,초콜릿
947,202105,00-06,59295,10대,M,직장인,자영업자,0-2000,4,0.0571,4,0.6423,4,0.0533,4,0.8478,5,0.1421,4,0.9483,2,0.0132,3,0.4511,3,0.3413,2,0.2633,2,0.5173,3,0.2903,3,0.2056,3,0.8389,2,0.4013,2,0.0207,1,5,3,3,2,5,4,1,2,3,1,5,2,4,5,5,2,Y,전남,시군구2,행정동5,상권유형A,Saturday,N,96,77,135630,1,P27482,생필품,29220,2,300,서비스,310,헬스,112,사이다
948,202007,18-24,50267,30대,F,직장인,서비스직,0-2000,5,0.6674,3,0.3694,1,0.7233,1,0.0838,3,0.4314,1,0.1265,3,0.4868,5,0.1046,1,0.5359,3,0.254,4,0.7573,2,0.8547,1,0.7491,3,0.3929,3,0.602,1,0.2769,1,5,5,2,3,5,1,4,3,4,4,3,3,3,2,5,5,N,대전,시군구2,행정동2,상권유형B,Monday,N,119,79,129762,5,P57510,음료,16237,3,200,생활,310,헬스,122,초콜릿
949,202105,00-06,53576,40대,F,취업준비,전문의,8000+,5,0.3684,3,0.4727,2,0.4486,5,0.047,3,0.5233,3,0.8849,5,0.8125,1,0.1259,1,0.24,2,0.9479,3,0.105,5,0.1219,2,0.0258,3,0.2789,4,0.2952,1,0.5523,4,5,2,2,4,3,5,1,3,2,1,5,3,1,4,3,5,N,대전,시군구5,행정동2,상권유형C,Wednesday,N,38,51,180742,3,P57835,음료,24186,2,300,서비스,220,의류,122,초콜릿
950,202009,06-12,52435,40대,F,직장인,사무직,4000-6000,3,0.652,1,0.4891,4,0.1579,2,0.2749,4,0.4382,3,0.0621,1,0.43,3,0.2815,5,0.8804,4,0.9923,1,0.054,4,0.6983,5,0.61,4,0.5388,1,0.4758,3,0.6032,2,3,1,4,2,1,1,4,2,1,5,1,3,2,1,5,4,N,경기,시군구4,행정동3,상권유형C,Monday,N,71,74,158298,6,P50880,생필품,48927,4,200,생활,310,헬스,122,초콜릿
951,202007,18-24,4116,40대,M,자영업,전문의,0-2000,3,0.347,1,0.2399,4,0.2951,2,0.4758,3,0.8549,2,0.4135,5,0.7584,2,0.7667,4,0.9652,3,0.8114,4,0.9837,2,0.2257,1,0.0342,2,0.0697,2,0.9409,2,0.3653,1,1,5,4,4,3,4,4,5,5,4,1,1,4,5,3,5,N,울산,시군구1,행정동5,상권유형B,Wednesday,N,46,7,167704,6,P87098,생필품,31707,3,300,서비스,210,주택,111,콜라
952,202009,12-18,51311,40대,F,직장인,서비스직,6000-8000,3,0.4557,1,0.3142,5,0.5011,5,0.8953,2,0.4432,4,0.6317,5,0.7055,3,0.7289,1,0.7529,2,0.0544,2,0.9163,1,0.3532,4,0.1159,3,0.0419,3,0.2693,4,0.2704,4,3,1,3,3,1,4,5,3,2,5,3,4,3,3,1,3,N,인천,시군구5,행정동3,상권유형A,Tuesday,N,355,33,180345,6,P44214,도시락,1376,1,200,생활,110,음료,211,의류
953,202101,00-06,93737,40대,M,은퇴,무직,2000-4000,1,0.458,5,0.4184,5,0.3297,4,0.7901,4,0.0828,2,0.37,1,0.4569,1,0.2051,5,0.0889,4,0.7286,1,0.9557,3,0.003,3,0.3903,4,0.4522,5,0.7879,2,0.1717,2,3,1,3,1,2,5,3,2,1,3,4,5,2,3,5,4,N,광주,시군구1,행정동2,상권유형B,Sunday,N,341,85,131297,9,P80823,음료,5243,4,100,식음료,310,헬스,122,초콜릿
954,202011,06-12,44230,50대,F,은퇴,사무직,4000-6000,3,0.0456,4,0.6032,5,0.9697,3,0.1976,3,0.9922,4,0.5346,2,0.3233,2,0.4762,1,0.4371,5,0.1784,4,0.0624,4,0.4791,2,0.9648,3,0.2181,5,0.0422,1,0.2397,5,2,2,2,2,2,4,2,4,2,4,4,3,1,5,4,2,N,부산,시군구3,행정동4,상권유형B,Friday,N,390,17,102882,2,P72876,음료,38667,2,100,식음료,110,음료,112,사이다
955,202103,18-24,28414,40대,F,직장인,전문의,8000+,3,0.4302,2,0.9558,3,0.4747,5,0.3721,5,0.845,2,0.204,3,0.7265,5,0.097,2,0.9905,1,0.5692,4,0.2693,5,0.1284,5,0.5458,5,0.0072,5,0.3452,2,0.1302,1,2,4,4,4,4,1,4,1,5,1,4,5,1,5,4,4,N,전남,시군구3,행정동1,상권유형C,Tuesday,N,92,51,166370,1,P97415,간식,33983,3,100,식음료,220,의류,121,과자
956,202101,06-12,99486,30대,F,은퇴,사무직,2000-4000,2,0.6411,3,0.5385,5,0.3722,4,0.7802,2,0.66,3,0.569,5,0.3689,5,0.7159,4,0.2294,3,0.8937,2,0.9015,1,0.8596,2,0.3122,4,0.6794,3,0.6588,3,0.2612,1,1,4,1,1,4,5,2,1,1,4,5,1,2,2,1,1,N,인천,시군구2,행정동5,상권유형A,Friday,N,450,79,133616,4,P67262,스낵,24688,3,300,서비스,210,주택,112,사이다
957,202010,12-18,10800,40대,M,학생,자영업자,6000-8000,4,0.5461,3,0.7312,3,0.6732,4,0.5271,3,0.7563,4,0.1346,4,0.1701,3,0.7933,1,0.6705,4,0.3802,5,0.0895,3,0.0977,4,0.4113,4,0.8162,1,0.776,1,0.8213,2,3,2,1,2,1,2,1,2,4,2,4,4,2,5,5,3,N,제주,시군구3,행정동4,상권유형B,Saturday,N,187,52,197034,1,P53607,도시락,39366,4,300,서비스,120,스낵,111,콜라
958,202101,12-18,49141,20대,F,은퇴,생산직,8000+,5,0.0753,2,0.807,5,0.6505,2,0.1745,3,0.1282,5,0.7961,5,0.3209,1,0.8935,5,0.9386,4,0.9288,4,0.4514,5,0.2504,1,0.5688,5,0.1479,5,0.5922,1,0.2875,2,1,1,4,3,5,3,1,1,3,4,5,2,4,2,1,2,N,제주,시군구1,행정동3,상권유형C,Tuesday,N,74,97,130319,7,P10088,간식,11598,2,200,생활,220,의류,121,과자
959,202105,12-18,51747,30대,F,취업준비,무직,4000-6000,2,0.6681,3,0.1135,2,0.0024,5,0.3961,5,0.7659,2,0.5838,2,0.8768,4,0.8857,4,0.7732,2,0.7084,1,0.3413,4,0.0148,5,0.6194,3,0.5639,4,0.8692,5,0.9077,4,5,5,1,2,4,5,5,2,4,2,1,4,3,5,1,3,N,충남,시군구4,행정동1,상권유형B,Thursday,N,79,85,179748,4,P69705,도시락,11917,1,200,생활,120,스낵,122,초콜릿
960,202010,00-06,48316,30대,F,직장인,전문의,8000+,5,0.3089,2,0.6531,3,0.6185,4,0.6259,3,0.2077,3,0.4819,5,0.2834,2,0.3379,5,0.6089,1,0.301,2,0.8799,1,0.9929,1,0.2679,2,0.984,5,0.8208,2,0.2452,2,4,1,4,3,4,2,2,1,4,4,2,3,1,4,1,2,N,제주,시군구4,행정동2,상권유형C,Thursday,N,161,10,172305,2,P57506,도시락,20641,1,300,서비스,310,헬스,122,초콜릿
961,202007,18-24,92250,50대,M,취업준비,생산직,4000-6000,1,0.0144,4,0.4821,4,0.2438,5,0.9732,1,0.489,3,0.0547,5,0.235,2,0.2545,5,0.5067,3,0.0949,5,0.5181,5,0.6414,2,0.1973,3,0.2688,5,0.6175,4,0.492,5,4,5,1,5,4,4,1,4,2,5,1,1,4,3,5,5,N,경북,시군구5,행정동3,상권유형A,Sunday,N,44,53,170770,1,P90865,생필품,39699,3,300,서비스,310,헬스,211,의류
962,202010,18-24,42754,40대,F,직장인,사무직,4000-6000,5,0.1556,4,0.5724,2,0.3752,5,0.6618,2,0.178,5,0.4998,3,0.1334,1,0.8966,5,0.9288,4,0.8154,1,0.2904,4,0.6436,5,0.4953,5,0.7308,4,0.3481,5,0.1676,3,2,3,2,1,4,4,1,1,2,1,3,2,5,3,5,1,N,전남,시군구3,행정동5,상권유형B,Wednesday,N,159,73,166621,8,P63642,생필품,49134,2,300,서비스,310,헬스,122,초콜릿
963,202104,00-06,97356,20대,F,취업준비,전문의,8000+,4,0.4976,1,0.0384,1,0.7063,3,0.0162,5,0.7538,5,0.5636,1,0.0552,2,0.146,2,0.3947,2,0.4581,5,0.5243,3,0.5189,4,0.6449,5,0.1621,3,0.3637,1,0.0171,4,4,1,5,5,4,3,1,2,4,1,2,3,5,2,1,5,N,대전,시군구3,행정동3,상권유형B,Friday,N,330,75,107494,4,P72784,도시락,12875,3,200,생활,310,헬스,111,콜라
964,202008,18-24,7615,40대,M,자영업,생산직,6000-8000,2,0.3104,3,0.9062,5,0.5574,2,0.705,2,0.2459,4,0.2657,2,0.9767,2,0.0593,2,0.9013,2,0.0727,3,0.1124,4,0.8681,4,0.8166,2,0.9321,4,0.6151,4,0.6255,4,5,2,2,4,2,4,4,2,5,2,4,5,5,3,3,4,N,경북,시군구1,행정동5,상권유형B,Thursday,N,486,52,182680,5,P92059,스낵,31096,4,200,생활,310,헬스,112,사이다
965,202105,18-24,73659,20대,F,학생,사무직,8000+,4,0.6944,5,0.9528,3,0.3687,5,0.2509,2,0.2532,5,0.6776,1,0.5368,1,0.3142,2,0.4311,3,0.1031,4,0.7312,4,0.1442,2,0.5928,3,0.0004,4,0.6566,5,0.3378,5,4,2,5,5,4,4,1,3,5,3,3,1,3,3,3,5,N,대전,시군구2,행정동3,상권유형B,Wednesday,N,3,40,126891,2,P96776,음료,22481,2,200,생활,310,헬스,121,과자
966,202101,12-18,59702,40대,M,은퇴,전문의,6000-8000,2,0.2407,5,0.0035,5,0.1674,5,0.8622,1,0.1092,1,0.0768,5,0.7296,3,0.7603,1,0.7565,3,0.967,4,0.6183,2,0.7929,4,0.6924,2,0.2947,5,0.3946,1,0.3451,3,4,1,2,4,5,3,5,3,2,5,3,5,2,5,3,2,Y,부산,시군구3,행정동4,상권유형B,Wednesday,N,291,31,154864,8,P29866,음료,44103,3,300,서비스,310,헬스,211,의류
967,202101,06-12,24814,50대,F,은퇴,서비스직,6000-8000,4,0.7728,4,0.2128,2,0.5055,1,0.3839,4,0.7206,4,0.2087,2,0.773,5,0.6942,4,0.9157,3,0.243,3,0.6007,4,0.8071,5,0.484,1,0.9764,2,0.3975,2,0.4078,2,5,3,4,5,4,1,3,4,2,3,4,1,1,3,2,4,N,충북,시군구3,행정동1,상권유형B,Sunday,N,118,36,125699,7,P32099,도시락,40387,1,300,서비스,220,의류,111,콜라
968,202009,06-12,23568,40대,F,직장인,서비스직,2000-4000,1,0.2865,4,0.1802,5,0.3194,4,0.1996,1,0.2958,5,0.7375,4,0.3523,1,0.9871,1,0.5506,4,0.9666,3,0.4378,2,0.0361,4,0.5667,2,0.6707,3,0.1768,1,0.7778,3,5,4,4,1,3,4,2,4,5,5,5,2,4,3,1,1,Y,부산,시군구5,행정동4,상권유형B,Sunday,N,169,2,122789,4,P80554,생필품,9048,3,200,생활,220,의류,211,의류
969,202105,18-24,72248,40대,M,직장인,사무직,2000-4000,2,0.6209,1,0.7813,4,0.9129,4,0.4679,2,0.5183,4,0.1472,2,0.7989,1,0.3595,3,0.3099,5,0.6812,3,0.2942,2,0.1327,2,0.6354,1,0.2118,3,0.0003,1,0.3997,3,1,3,4,4,4,4,5,2,4,4,1,1,3,4,1,4,N,부산,시군구2,행정동2,상권유형C,Tuesday,Y,322,86,138001,8,P22147,도시락,34517,1,300,서비스,110,음료,112,사이다
970,202006,00-06,64123,30대,M,자영업,생산직,8000+,2,0.7992,5,0.5981,4,0.5343,4,0.2552,4,0.3322,3,0.2455,5,0.9615,1,0.2758,3,0.051,4,0.3005,4,0.0654,3,0.5471,5,0.2363,2,0.7914,2,0.4615,2,0.0864,4,5,4,2,4,5,2,3,1,1,4,2,5,4,5,5,3,Y,부산,시군구1,행정동3,상권유형B,Thursday,N,150,72,143310,4,P83760,생필품,1350,1,100,식음료,110,음료,122,초콜릿
971,202009,18-24,61505,30대,F,학생,서비스직,6000-8000,1,0.3856,4,0.1773,4,0.866,5,0.2358,5,0.7747,5,0.6509,4,0.7418,3,0.3782,3,0.8093,1,0.3837,4,0.947,1,0.0902,1,0.9341,1,0.8981,3,0.8308,1,0.2788,2,4,5,4,5,4,5,2,5,4,5,3,3,2,5,4,4,N,경남,시군구5,행정동2,상권유형B,Monday,N,219,29,190855,9,P23421,간식,25434,2,200,생활,120,스낵,121,과자
972,202011,18-24,6032,50대,M,자영업,사무직,2000-4000,2,0.0468,5,0.814,2,0.3902,2,0.5733,2,0.2265,4,0.7288,2,0.7117,5,0.7823,3,0.622,2,0.777,3,0.4166,4,0.2824,5,0.3453,2,0.4873,5,0.7665,5,0.5761,3,4,1,2,1,4,2,4,2,2,2,1,4,1,2,5,4,N,부산,시군구3,행정동3,상권유형C,Wednesday,N,160,14,139605,9,P42775,음료,13716,1,100,식음료,120,스낵,211,의류
973,202011,12-18,60190,40대,M,취업준비,생산직,2000-4000,4,0.5354,5,0.3535,5,0.8274,5,0.7673,2,0.9408,5,0.0515,3,0.4322,2,0.2143,2,0.263,1,0.4354,3,0.4959,3,0.4037,1,0.6047,4,0.156,1,0.9939,2,0.9935,5,2,4,5,3,5,1,4,3,1,4,5,4,4,5,5,3,N,울산,시군구1,행정동4,상권유형A,Sunday,N,181,52,194693,5,P86716,스낵,18798,3,300,서비스,120,스낵,112,사이다
974,202011,06-12,98157,30대,M,자영업,서비스직,6000-8000,4,0.9954,2,0.4609,5,0.0565,4,0.835,1,0.3213,1,0.1266,1,0.8413,1,0.9477,1,0.8774,5,0.0748,4,0.3758,4,0.1572,1,0.561,5,0.2586,3,0.6694,4,0.1431,4,3,2,2,3,2,1,4,5,1,4,2,3,2,3,2,2,N,전북,시군구5,행정동2,상권유형A,Friday,N,356,85,166774,6,P22392,도시락,16840,2,100,식음료,120,스낵,121,과자
